PICKUP_DATE,PICKUP_DAY,PICKUP_TIME,NUMBER_OF_TRIP
2014-12-13,Saturday,21 hr,9
2014-06-12,Thursday,14 hr,9
2014-11-27,Thursday,11 hr,9
2014-06-09,Monday,21 hr,9
2014-06-26,Thursday,23 hr,9
2014-04-03,Thursday,19 hr,9
2014-09-24,Wednesday,23 hr,9
2014-04-24,Thursday,22 hr,9
2014-05-01,Thursday,13 hr,9
2014-03-25,Tuesday,0 hr,9
2014-02-28,Friday,22 hr,9
2014-05-06,Tuesday,14 hr,9
2014-05-04,Sunday,19 hr,9
2014-02-25,Tuesday,0 hr,9
2014-09-28,Sunday,16 hr,9
2014-11-06,Thursday,17 hr,9
2014-10-20,Monday,9 hr,9
2014-02-18,Tuesday,20 hr,9
2014-07-15,Tuesday,9 hr,9
2014-03-01,Saturday,1 hr,9
2014-05-03,Saturday,2 hr,9
2014-12-31,Wednesday,14 hr,9
2014-09-11,Thursday,18 hr,9
2014-05-27,Tuesday,8 hr,9
2014-08-17,Sunday,1 hr,9
2014-09-30,Tuesday,17 hr,9
2014-09-27,Saturday,20 hr,9
2014-02-07,Friday,13 hr,9
2014-09-05,Friday,20 hr,9
2014-12-30,Tuesday,18 hr,9
2014-11-17,Monday,23 hr,9
2014-02-22,Saturday,22 hr,9
2014-11-29,Saturday,21 hr,9
2014-09-07,Sunday,14 hr,9
2014-11-20,Thursday,7 hr,9
2014-03-03,Monday,14 hr,9
2014-09-09,Tuesday,13 hr,9
2014-05-20,Tuesday,9 hr,9
2014-09-13,Saturday,22 hr,9
2014-09-18,Thursday,8 hr,9
2014-09-20,Saturday,20 hr,9
2014-07-16,Wednesday,20 hr,9
2014-04-12,Saturday,8 hr,9
2014-05-30,Friday,22 hr,9
2014-07-08,Tuesday,7 hr,9
2014-03-07,Friday,0 hr,9
2014-02-20,Thursday,22 hr,9
2014-11-21,Friday,20 hr,9
2014-08-18,Monday,15 hr,9
2014-07-21,Monday,19 hr,9
2014-11-25,Tuesday,23 hr,9
2014-01-07,Tuesday,22 hr,9
2014-02-17,Monday,14 hr,9
2014-06-26,Thursday,17 hr,9
2014-05-05,Monday,22 hr,9
2014-08-30,Saturday,11 hr,9
2014-09-29,Monday,8 hr,9
2014-07-23,Wednesday,19 hr,9
2014-09-27,Saturday,1 hr,9
2014-02-18,Tuesday,21 hr,9
2014-05-07,Wednesday,9 hr,9
2014-06-04,Wednesday,23 hr,9
2014-05-19,Monday,7 hr,9
2014-02-08,Saturday,19 hr,9
2014-09-09,Tuesday,20 hr,9
2014-02-02,Sunday,2 hr,9
2014-07-06,Sunday,9 hr,9
2014-11-04,Tuesday,15 hr,9
2014-11-26,Wednesday,18 hr,9
2014-10-12,Sunday,11 hr,9
2014-08-11,Monday,10 hr,9
2014-04-18,Friday,11 hr,9
2014-06-08,Sunday,21 hr,9
2014-06-29,Sunday,21 hr,9
2014-03-27,Thursday,20 hr,9
2014-05-24,Saturday,14 hr,9
2014-02-18,Tuesday,13 hr,9
2014-03-30,Sunday,16 hr,9
2014-12-24,Wednesday,11 hr,9
2014-02-24,Monday,10 hr,9
2014-12-18,Thursday,19 hr,9
2014-05-02,Friday,20 hr,9
2014-05-12,Monday,13 hr,9
2014-12-10,Wednesday,21 hr,9
2014-11-04,Tuesday,16 hr,9
2014-06-14,Saturday,0 hr,9
2014-09-25,Thursday,17 hr,9
2014-01-12,Sunday,10 hr,9
2014-06-17,Tuesday,13 hr,9
2014-10-10,Friday,12 hr,9
2014-03-07,Friday,18 hr,9
2014-10-20,Monday,14 hr,9
2014-09-20,Saturday,21 hr,9
2014-03-31,Monday,23 hr,9
2014-08-03,Sunday,18 hr,9
2014-02-15,Saturday,23 hr,9
2014-03-22,Saturday,20 hr,9
2014-12-26,Friday,9 hr,9
2014-12-29,Monday,21 hr,9
2014-11-29,Saturday,0 hr,9
2014-01-05,Sunday,11 hr,9
2014-06-07,Saturday,21 hr,9
2014-06-05,Thursday,20 hr,9
2014-06-01,Sunday,17 hr,9
2014-06-25,Wednesday,10 hr,9
2014-01-09,Thursday,12 hr,9
2014-10-28,Tuesday,13 hr,9
2014-07-09,Wednesday,11 hr,9
2014-11-14,Friday,11 hr,9
2014-01-25,Saturday,10 hr,9
2014-01-26,Sunday,22 hr,9
2014-03-06,Thursday,15 hr,9
2014-06-01,Sunday,19 hr,9
2014-01-22,Wednesday,20 hr,9
2014-01-15,Wednesday,19 hr,9
2014-03-10,Monday,17 hr,9
2014-09-19,Friday,22 hr,9
2014-10-19,Sunday,12 hr,9
2014-10-13,Monday,9 hr,9
2014-02-23,Sunday,1 hr,9
2014-05-24,Saturday,23 hr,9
2014-10-11,Saturday,16 hr,9
2014-11-13,Thursday,14 hr,9
2014-12-07,Sunday,1 hr,9
2014-10-07,Tuesday,8 hr,9
2014-03-26,Wednesday,21 hr,9
2014-05-01,Thursday,18 hr,9
2014-06-29,Sunday,12 hr,9
2014-05-11,Sunday,11 hr,9
2014-02-17,Monday,17 hr,9
2014-07-07,Monday,20 hr,9
2014-10-17,Friday,18 hr,9
2014-06-12,Thursday,0 hr,9
2014-06-24,Tuesday,18 hr,9
2014-03-29,Saturday,11 hr,9
2014-01-02,Thursday,11 hr,9
2014-09-08,Monday,21 hr,9
2014-01-19,Sunday,19 hr,9
2014-01-10,Friday,13 hr,9
2014-04-18,Friday,21 hr,9
2014-01-01,Wednesday,12 hr,9
2014-11-26,Wednesday,14 hr,9
2014-03-22,Saturday,22 hr,9
2014-07-23,Wednesday,17 hr,9
2014-03-06,Thursday,22 hr,9
2014-08-19,Tuesday,14 hr,9
2014-02-25,Tuesday,14 hr,9
2014-06-04,Wednesday,19 hr,9
2014-10-16,Thursday,23 hr,9
2014-04-08,Tuesday,7 hr,9
2014-11-07,Friday,11 hr,9
2014-06-28,Saturday,0 hr,9
2014-05-20,Tuesday,11 hr,9
2014-10-20,Monday,18 hr,9
2014-01-06,Monday,14 hr,9
2014-03-16,Sunday,2 hr,9
2014-10-24,Friday,15 hr,9
2014-02-25,Tuesday,9 hr,9
2014-10-03,Friday,10 hr,9
2014-01-12,Sunday,20 hr,9
2014-03-25,Tuesday,16 hr,9
2014-02-09,Sunday,19 hr,9
2014-04-13,Sunday,20 hr,9
2014-07-25,Friday,11 hr,9
2014-05-04,Sunday,22 hr,9
2014-09-28,Sunday,18 hr,9
2014-09-27,Saturday,15 hr,9
2014-08-15,Friday,23 hr,9
2014-02-11,Tuesday,9 hr,9
2014-09-30,Tuesday,12 hr,9
2014-11-07,Friday,23 hr,9
2014-03-31,Monday,20 hr,9
2014-05-03,Saturday,17 hr,9
2014-11-14,Friday,8 hr,9
2014-02-10,Monday,21 hr,9
2014-11-08,Saturday,14 hr,9
2014-11-19,Wednesday,20 hr,9
2014-08-02,Saturday,12 hr,9
2014-01-26,Sunday,19 hr,9
2014-10-26,Sunday,1 hr,9
2014-12-27,Saturday,13 hr,9
2014-10-21,Tuesday,15 hr,9
2014-02-22,Saturday,17 hr,9
2014-01-16,Thursday,20 hr,9
2014-06-24,Tuesday,8 hr,9
2014-06-09,Monday,18 hr,9
2014-01-26,Sunday,12 hr,9
2014-02-09,Sunday,0 hr,9
2014-12-04,Thursday,14 hr,9
2014-06-28,Saturday,19 hr,9
2014-10-23,Thursday,7 hr,9
2014-02-14,Friday,19 hr,9
2014-03-11,Tuesday,9 hr,9
2014-01-19,Sunday,14 hr,9
2014-10-06,Monday,18 hr,9
2014-07-07,Monday,18 hr,9
2014-11-20,Thursday,14 hr,9
2014-03-22,Saturday,17 hr,9
2014-01-25,Saturday,14 hr,9
2014-04-02,Wednesday,10 hr,9
2014-08-22,Friday,14 hr,9
2014-01-19,Sunday,2 hr,9
2014-05-22,Thursday,22 hr,9
2014-05-12,Monday,16 hr,9
2014-05-26,Monday,18 hr,9
2014-09-17,Wednesday,0 hr,9
2014-08-15,Friday,14 hr,9
2014-11-20,Thursday,19 hr,9
2014-09-28,Sunday,1 hr,9
2014-12-24,Wednesday,14 hr,9
2014-05-02,Friday,17 hr,9
2014-01-07,Tuesday,20 hr,9
2014-11-27,Thursday,15 hr,9
2014-05-20,Tuesday,18 hr,9
2014-04-01,Tuesday,15 hr,9
2014-03-27,Thursday,17 hr,9
2014-10-13,Monday,8 hr,9
2014-02-11,Tuesday,16 hr,9
2014-01-31,Friday,0 hr,9
2014-09-10,Wednesday,16 hr,9
2014-07-30,Wednesday,11 hr,9
2014-06-05,Thursday,22 hr,9
2014-06-02,Monday,11 hr,9
2014-01-19,Sunday,16 hr,9
2014-09-01,Monday,11 hr,9
2014-02-25,Tuesday,11 hr,9
2014-07-29,Tuesday,23 hr,9
2014-07-09,Wednesday,15 hr,9
2014-05-03,Saturday,10 hr,9
2014-11-06,Thursday,9 hr,9
2014-01-18,Saturday,18 hr,9
2014-12-17,Wednesday,9 hr,9
2014-03-10,Monday,8 hr,9
2014-12-03,Wednesday,20 hr,9
2014-11-10,Monday,10 hr,9
2014-07-17,Thursday,7 hr,9
2014-04-05,Saturday,22 hr,9
2014-10-21,Tuesday,22 hr,9
2014-03-13,Thursday,19 hr,9
2014-10-14,Tuesday,11 hr,9
2014-04-04,Friday,22 hr,9
2014-04-27,Sunday,10 hr,9
2014-11-06,Thursday,11 hr,9
2014-01-02,Thursday,12 hr,9
2014-03-28,Friday,23 hr,9
2014-05-23,Friday,19 hr,9
2014-08-09,Saturday,23 hr,9
2014-09-18,Thursday,22 hr,9
2014-11-24,Monday,16 hr,9
2014-10-12,Sunday,10 hr,9
2014-11-30,Sunday,11 hr,9
2014-12-03,Wednesday,12 hr,9
2014-04-02,Wednesday,7 hr,9
2014-11-25,Tuesday,22 hr,9
2014-03-19,Wednesday,12 hr,9
2014-02-22,Saturday,20 hr,9
2014-11-12,Wednesday,19 hr,9
2014-12-09,Tuesday,17 hr,9
2014-04-03,Thursday,20 hr,9
2014-09-11,Thursday,17 hr,9
2014-10-31,Friday,23 hr,9
2014-05-14,Wednesday,21 hr,9
2014-02-26,Wednesday,12 hr,9
2014-06-02,Monday,18 hr,9
2014-10-14,Tuesday,18 hr,9
2014-07-24,Thursday,22 hr,9
2014-01-07,Tuesday,17 hr,9
2014-05-17,Saturday,13 hr,9
2014-12-16,Tuesday,19 hr,9
2014-03-11,Tuesday,18 hr,9
2014-08-26,Tuesday,6 hr,9
2014-09-25,Thursday,11 hr,9
2014-07-11,Friday,19 hr,9
2014-01-28,Tuesday,11 hr,9
2014-08-25,Monday,21 hr,9
2014-06-16,Monday,15 hr,9
2014-04-17,Thursday,11 hr,9
2014-01-16,Thursday,9 hr,9
2014-04-03,Thursday,15 hr,9
2014-02-18,Tuesday,15 hr,9
2014-06-06,Friday,15 hr,9
2014-03-26,Wednesday,17 hr,9
2014-01-19,Sunday,17 hr,9
2014-11-03,Monday,18 hr,9
2014-03-13,Thursday,18 hr,9
2014-08-16,Saturday,0 hr,9
2014-10-10,Friday,22 hr,9
2014-03-28,Friday,15 hr,9
2014-10-31,Friday,12 hr,9
2014-09-20,Saturday,15 hr,9
2014-05-17,Saturday,20 hr,9
2014-09-10,Wednesday,18 hr,9
2014-05-11,Sunday,0 hr,9
2014-09-26,Friday,9 hr,9
2014-02-17,Monday,18 hr,9
2014-03-30,Sunday,17 hr,9
2014-01-01,Wednesday,14 hr,9
2014-06-27,Friday,12 hr,9
2014-08-24,Sunday,20 hr,9
2014-10-14,Tuesday,19 hr,9
2014-01-30,Thursday,14 hr,9
2014-06-03,Tuesday,12 hr,9
2014-07-29,Tuesday,15 hr,9
2014-11-21,Friday,8 hr,9
2014-06-29,Sunday,1 hr,9
2014-09-24,Wednesday,17 hr,9
2014-06-17,Tuesday,14 hr,9
2014-07-14,Monday,15 hr,9
2014-12-07,Sunday,2 hr,9
2014-11-18,Tuesday,17 hr,9
2014-09-04,Thursday,22 hr,9
2014-01-05,Sunday,17 hr,9
2014-05-28,Wednesday,21 hr,9
2014-01-17,Friday,23 hr,9
2014-06-19,Thursday,20 hr,9
2014-09-17,Wednesday,23 hr,9
2014-11-19,Wednesday,17 hr,9
2014-07-13,Sunday,21 hr,9
2014-10-10,Friday,20 hr,9
2014-05-31,Saturday,20 hr,9
2014-08-30,Saturday,23 hr,9
2014-06-12,Thursday,20 hr,9
2014-11-23,Sunday,21 hr,9
2014-10-31,Friday,9 hr,9
2014-08-09,Saturday,21 hr,9
2014-09-30,Tuesday,14 hr,9
2014-12-13,Saturday,1 hr,9
2014-04-02,Wednesday,19 hr,9
2014-10-04,Saturday,20 hr,9
2014-02-16,Sunday,15 hr,9
2014-12-11,Thursday,23 hr,9
2014-11-09,Sunday,11 hr,9
2014-11-19,Wednesday,12 hr,9
2014-01-09,Thursday,20 hr,9
2014-12-01,Monday,18 hr,9
2014-01-07,Tuesday,12 hr,9
2014-01-15,Wednesday,20 hr,9
